element_sig_pattern,tag_name,vr,private_disposition
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a7)[<1>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",b5)[<2>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",f0)",Advanced Presentation Sequence:Presentation Module Sequence:Measurement Evaluation Text Position Sequence:Unknown,ST,d
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a7)[<1>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",b5)[<2>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",f0)",Advanced Presentation Sequence:Presentation Module Sequence:Measurement Evaluation Text Position Sequence:Unknown,UN,d
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a7)[<1>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",b5)[<2>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",ff)",Advanced Presentation Sequence:Presentation Module Sequence:Measurement Evaluation Text Position Sequence:Unknown,SL,d
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a7)[<1>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",b5)[<2>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",ff)",Advanced Presentation Sequence:Presentation Module Sequence:Measurement Evaluation Text Position Sequence:Unknown,UN,d
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a7)[<1>](0072,0510)",Advanced Presentation Sequence:Presentation Module Sequence:Reformatting Operation Type,CS,k
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)",Advanced Presentation Sequence:Presentation State Sequence,SQ,k
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](0008,0016)",Advanced Presentation Sequence:Presentation State Sequence:SOP Class UID,UI,k
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](0008,0023)",Advanced Presentation Sequence:Presentation State Sequence:Content Date,DA,o
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](0008,0033)",Advanced Presentation Sequence:Presentation State Sequence:Content Time,TM,k
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](0008,1115)",Advanced Presentation Sequence:Presentation State Sequence:Referenced Series Sequence,SQ,k
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](0008,1115)[<2>](0008,1140)",Advanced Presentation Sequence:Presentation State Sequence:Referenced Series Sequence:Referenced Image Sequence,SQ,k
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](0008,1115)[<2>](0008,1140)[<3>](0008,1150)",Advanced Presentation Sequence:Presentation State Sequence:Referenced Series Sequence:Referenced Image Sequence:Referenced SOP Class UID,UI,k
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](0008,1115)[<2>](0008,1140)[<3>](0008,1155)",Advanced Presentation Sequence:Presentation State Sequence:Referenced Series Sequence:Referenced Image Sequence:Referenced SOP Instance UID,UI,h
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](0008,1115)[<2>](0020,000e)",Advanced Presentation Sequence:Presentation State Sequence:Referenced Series Sequence:Series Instance UID,UI,h
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](0009,""SIEMENS SYNGO INDEX SERVICE"",50)",Advanced Presentation Sequence:Presentation State Sequence:Hidden Instance,CS,k
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](0009,""SIEMENS SYNGO INDEX SERVICE"",50)",Advanced Presentation Sequence:Presentation State Sequence:Hidden Instance,UN,k
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](0020,000d)",Advanced Presentation Sequence:Presentation State Sequence:Study Instance UID,UI,h
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](0020,0013)",Advanced Presentation Sequence:Presentation State Sequence:Instance Number,IS,k
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](0028,1052)",Advanced Presentation Sequence:Presentation State Sequence:Rescale Intercept,DS,k
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](0028,1053)",Advanced Presentation Sequence:Presentation State Sequence:Rescale Slope,DS,k
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](0028,1054)",Advanced Presentation Sequence:Presentation State Sequence:Rescale Type,LO,k
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](0028,3110)",Advanced Presentation Sequence:Presentation State Sequence:Softcopy VOI LUT Sequence,SQ,k
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](0028,3110)[<2>](0008,1140)",Advanced Presentation Sequence:Presentation State Sequence:Softcopy VOI LUT Sequence:Referenced Image Sequence,SQ,k
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](0028,3110)[<2>](0008,1140)[<3>](0008,1150)",Advanced Presentation Sequence:Presentation State Sequence:Softcopy VOI LUT Sequence:Referenced Image Sequence:Referenced SOP Class UID,UI,k
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](0028,3110)[<2>](0008,1140)[<3>](0008,1155)",Advanced Presentation Sequence:Presentation State Sequence:Softcopy VOI LUT Sequence:Referenced Image Sequence:Referenced SOP Instance UID,UI,h
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](0028,3110)[<2>](0008,1140)[<3>](0008,1160)",Advanced Presentation Sequence:Presentation State Sequence:Softcopy VOI LUT Sequence:Referenced Image Sequence:Referenced Frame Number,IS,k
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](0028,3110)[<2>](0028,1050)",Advanced Presentation Sequence:Presentation State Sequence:Softcopy VOI LUT Sequence:Window Center,DS,k
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](0028,3110)[<2>](0028,1051)",Advanced Presentation Sequence:Presentation State Sequence:Softcopy VOI LUT Sequence:Window Width,DS,k
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](0028,3110)[<2>](0028,1055)",Advanced Presentation Sequence:Presentation State Sequence:Softcopy VOI LUT Sequence:Window Center & Width Explanation,LO,k
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",7f)",Advanced Presentation Sequence:Presentation State Sequence:Unknown,UN,d
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a0)",Advanced Presentation Sequence:Presentation State Sequence:Image Rotation Fractional,DS,k
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a0)",Advanced Presentation Sequence:Presentation State Sequence:Image Rotation Fractional,UN,k
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a1)",Advanced Presentation Sequence:Presentation State Sequence:Preset Name,LO,d
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a3)",Advanced Presentation Sequence:Presentation State Sequence:Fusion LUT Is Active Flag,CS,d
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",aa)",Advanced Presentation Sequence:Presentation State Sequence:LUT Inverted Flag,CS,d
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",ab)",Advanced Presentation Sequence:Presentation State Sequence:Softcopy VOI LUT Viewing Index,IS,k
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",ab)",Advanced Presentation Sequence:Presentation State Sequence:Softcopy VOI LUT Viewing Index,UN,k
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](0070,0041)",Advanced Presentation Sequence:Presentation State Sequence:Image Horizontal Flip,CS,k
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](0070,0042)",Advanced Presentation Sequence:Presentation State Sequence:Image Rotation,US,k
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](0070,005a)",Advanced Presentation Sequence:Presentation State Sequence:Displayed Area Selection Sequence,SQ,k
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](0070,005a)[<2>](0008,1140)",Advanced Presentation Sequence:Presentation State Sequence:Displayed Area Selection Sequence:Referenced Image Sequence,SQ,k
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](0070,005a)[<2>](0008,1140)[<3>](0008,1150)",Advanced Presentation Sequence:Presentation State Sequence:Displayed Area Selection Sequence:Referenced Image Sequence:Referenced SOP Class UID,UI,k
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](0070,005a)[<2>](0008,1140)[<3>](0008,1155)",Advanced Presentation Sequence:Presentation State Sequence:Displayed Area Selection Sequence:Referenced Image Sequence:Referenced SOP Instance UID,UI,h
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](0070,005a)[<2>](0008,1140)[<3>](0008,1160)",Advanced Presentation Sequence:Presentation State Sequence:Displayed Area Selection Sequence:Referenced Image Sequence:Referenced Frame Number,IS,k
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](0070,005a)[<2>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a4)",Advanced Presentation Sequence:Presentation State Sequence:Displayed Area Selection Sequence:Unknown,CS,d
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](0070,005a)[<2>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a4)",Advanced Presentation Sequence:Presentation State Sequence:Displayed Area Selection Sequence:Unknown,UN,d
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](0070,005a)[<2>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",ac)",Advanced Presentation Sequence:Presentation State Sequence:Displayed Area Selection Sequence:Displayed Area Bottom Right Hand Corner Fractional,FD,k
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](0070,005a)[<2>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",ac)",Advanced Presentation Sequence:Presentation State Sequence:Displayed Area Selection Sequence:Displayed Area Bottom Right Hand Corner Fractional,UN,k
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](0070,005a)[<2>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",ad)",Advanced Presentation Sequence:Presentation State Sequence:Displayed Area Selection Sequence:Displayed Area Top Left Hand Corner Fractional,FD,k
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](0070,005a)[<2>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",ad)",Advanced Presentation Sequence:Presentation State Sequence:Displayed Area Selection Sequence:Displayed Area Top Left Hand Corner Fractional,UN,k
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](0070,005a)[<2>](0070,0052)",Advanced Presentation Sequence:Presentation State Sequence:Displayed Area Selection Sequence:Displayed Area Top Left Hand Corner,SL,k
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](0070,005a)[<2>](0070,0053)",Advanced Presentation Sequence:Presentation State Sequence:Displayed Area Selection Sequence:Displayed Area Bottom Right Hand Corner,SL,k
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](0070,005a)[<2>](0070,0100)",Advanced Presentation Sequence:Presentation State Sequence:Displayed Area Selection Sequence:Presentation Size Mode,CS,k
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](0070,005a)[<2>](0070,0101)",Advanced Presentation Sequence:Presentation State Sequence:Displayed Area Selection Sequence:Presentation Pixel Spacing,DS,k
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](0070,005a)[<2>](0070,0103)",Advanced Presentation Sequence:Presentation State Sequence:Displayed Area Selection Sequence:Presentation Pixel Magnification Ratio,FL,k
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](0070,0080)",Advanced Presentation Sequence:Presentation State Sequence:Content Label,CS,k
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](0070,0081)",Advanced Presentation Sequence:Presentation State Sequence:Content Description,LO,d
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](0070,0082)",Advanced Presentation Sequence:Presentation State Sequence:Presentation Creation Date,DA,o
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](0070,0083)",Advanced Presentation Sequence:Presentation State Sequence:Presentation Creation Time,TM,k
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](0070,0084)",Advanced Presentation Sequence:Presentation State Sequence:Content Creator's Name,PN,d
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](2050,0020)",Advanced Presentation Sequence:Presentation State Sequence:Presentation LUT Shape,CS,k
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](6000,0010)",Advanced Presentation Sequence:Presentation State Sequence:Overlay Rows,US,d
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](6000,0011)",Advanced Presentation Sequence:Presentation State Sequence:Overlay Columns,US,d
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](6000,0040)",Advanced Presentation Sequence:Presentation State Sequence:Overlay Type,CS,d
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](6000,0050)",Advanced Presentation Sequence:Presentation State Sequence:Overlay Origin,SS,d
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](6000,0100)",Advanced Presentation Sequence:Presentation State Sequence:Overlay Bits Allocated,US,d
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](6000,0102)",Advanced Presentation Sequence:Presentation State Sequence:Overlay Bit Position,US,d
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",a9)[<1>](6000,3000)",Advanced Presentation Sequence:Presentation State Sequence:Overlay Data,OW,d
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",aa)",Advanced Presentation Sequence:LUT Inverted Flag,SQ,k
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0029,""SIEMENS SYNGO ADVANCED PRESENTATION"",aa)",Advanced Presentation Sequence:LUT Inverted Flag,UN,k
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",02)[<0>](0070,0084)",Advanced Presentation Sequence:Content Creator's Name,PN,d
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",7f)",Unknown,CS,d
"(0029,SIEMENS SYNGO ADVANCED PRESENTATION"",7f)",Unknown,UN,d
"(0029,Silhouette VRS 3.0"",33)",Unknown,UN,d
"(0029,Silhouette VRS 3.0"",34)",Unknown,UN,d
"(0029,Silhouette VRS 3.0"",36)",Unknown,US,d
"(0029,Silhouette VRS 3.0"",37)",Unknown,UN,d
"(0029,SPI-P-Private_ICS Release 1"",4c)",Unknown,,d
"(0029,SPI-P-Private_ICS Release 1;5"",40)",Unknown,UN,d
"(0029,SPI-P-Private_ICS Release 1;5"",50)",Unknown,CS,d
"(0029,SPI-P-Private_ICS Release 1;5"",55)",Unknown,CS,d
"(0029,SPI-P-Private_ICS Release 1"",67)",Unknown,LO,d
"(0029,SPI-P Release 1"",25)",Processed Pixel Data Quality,LO,k
"(0029,TeraMEDICA 6.6.1 B2"",20)",Unknown,CS,d
"(0029,TeraMEDICA 6.8.3.1 B6"",20)",Unknown,CS,d
"(0029,TOSHIBA_MEC_MR3"",01)",Unknown,SQ,d
"(0029,TOSHIBA_MEC_MR3"",01)",Unknown,UN,d
"(0029,TOSHIBA_MEC_MR3"",01)[<0>](0029,""TOSHIBA_MEC_MR3"",90)",Unknown:Unknown,UN,d
"(0029,Unnamed Private Block - e0"",05)",Unknown,CS,d
"(0029,Unnamed Private Block - e0"",06)",Unknown,CS,d
"(0031,,00)",Unknown,CS,d
"(0031,,00)",Unknown,UN,d
"(0031,,01)",Unknown,UL,d
"(0031,,01)",Unknown,UN,d
"(0031,AGFA CD BURNING ATTRIBUTES 1.0"",00)",Unknown,UN,d
"(0031,AGFA CD BURNING ATTRIBUTES 1.0"",01)",Unknown,UN,d
"(0031,AGFA EPR PROCEDURE CODE"",01)",Unknown,SH,d
"(0031,AGFA EPR PROCEDURE CODE"",01)",Unknown,UN,d
"(0031,AGFA PACS Archive Mirroring 1.0"",00)",Unknown,CS,d
"(0031,AGFA PACS Archive Mirroring 1.0"",00)",Unknown,LT,d
"(0031,AGFA PACS Archive Mirroring 1.0"",01)",Unknown,LT,d
"(0031,AGFA PACS Archive Mirroring 1.0"",01)",Unknown,SH,d
"(0031,AGFA PACS Archive Mirroring 1.0"",01)",Unknown,UL,d
"(0031,GEMS_MRPT_01"",00)",Unknown,SH,d
"(0031,KONICA1.0"",ff)",Private Data Sequence,UN,d
"(0031,MITRA LINKED ATTRIBUTES 1.0"",20)",Unknown,IS,d
"(0031,MITRA LINKED ATTRIBUTES 1.0"",20)",Unknown,LO,d
"(0033,,04)",Unknown,CS,d
"(0033,,04)",Unknown,UN,d
"(0033,,0c)",Unknown,LO,d
"(0033,,0c)",Unknown,UN,d
"(0033,,0e)",Unknown,LT,d
"(0033,,0e)",Unknown,UN,d
"(0033,,13)",Unknown,PN,d
"(0033,,13)",Unknown,UN,d
"(0033,,16)",Unknown,PN,d
"(0033,,16)",Unknown,UN,d
"(0033,,19)",Unknown,PN,d
"(0033,,19)",Unknown,UN,d
"(0033,,1c)",Unknown,PN,d
"(0033,,1c)",Unknown,UN,d
"(0033,GEMS_GENIE_1"",07)",Original SOP Instance UID,LO,d
"(0033,GEMS_GENIE_1"",30)",Allocate Trigger Buffer,UL,k
"(0033,GEMS_GENIE_1"",31)",Unknown,UN,d
"(0033,GEMS_GENIE_1"",32)",Unknown,UN,d
"(0033,GEMS_GENIE_1"",33)",Number of Triggers,UL,k
"(0033,GEMS_GENIE_1"",34)",Trigger Size,UL,k
"(0033,GEMS_GENIE_1"",35)",Trigger Data Size,UL,k
"(0033,GEMS_GENIE_1"",36)",Trigger Data,OB,k
"(0033,GEMS_GENIE_1"",37)",Unknown,UN,d
"(0033,GEMS_GENIE_1"",38)",Unknown,UN,d
"(0033,GEMS_GENIE_1"",39)",Unknown,UN,d
"(0033,GEMS_GENIE_1"",3a)",Unknown,UN,d
"(0033,GEMS_XELPRV_01"",70)",Unknown,,d
"(0033,MITRA OBJECT UTF8 ATTRIBUTES 1.0"",02)",Unknown,OB,d
"(0033,MITRA OBJECT UTF8 ATTRIBUTES 1.0"",03)",Unknown,UN,d
"(0033,MITRA OBJECT UTF8 ATTRIBUTES 1.0"",04)",Unknown,CS,d
"(0033,MITRA OBJECT UTF8 ATTRIBUTES 1.0"",04)",Unknown,OB,d
"(0033,MITRA OBJECT UTF8 ATTRIBUTES 1.0"",06)",Unknown,OB,d
"(0033,MITRA OBJECT UTF8 ATTRIBUTES 1.0"",06)",Unknown,PN,d
"(0033,MITRA OBJECT UTF8 ATTRIBUTES 1.0"",08)",Unknown,OB,d
"(0033,MITRA OBJECT UTF8 ATTRIBUTES 1.0"",08)",Unknown,PN,d
"(0033,MITRA OBJECT UTF8 ATTRIBUTES 1.0"",0a)",Unknown,OB,d
"(0033,MITRA OBJECT UTF8 ATTRIBUTES 1.0"",0c)",Unknown,LO,d
"(0033,MITRA OBJECT UTF8 ATTRIBUTES 1.0"",0c)",Unknown,OB,d
"(0033,MITRA OBJECT UTF8 ATTRIBUTES 1.0"",0c)",Unknown,UN,d
"(0033,MITRA OBJECT UTF8 ATTRIBUTES 1.0"",0e)",Unknown,LT,d
"(0033,MITRA OBJECT UTF8 ATTRIBUTES 1.0"",0e)",Unknown,OB,d
"(0033,MITRA OBJECT UTF8 ATTRIBUTES 1.0"",13)",Unknown,OB,d
"(0033,MITRA OBJECT UTF8 ATTRIBUTES 1.0"",13)",Unknown,PN,d
"(0033,MITRA OBJECT UTF8 ATTRIBUTES 1.0"",16)",Unknown,OB,d
"(0033,MITRA OBJECT UTF8 ATTRIBUTES 1.0"",16)",Unknown,PN,d
"(0033,MITRA OBJECT UTF8 ATTRIBUTES 1.0"",19)",Unknown,OB,d
"(0033,MITRA OBJECT UTF8 ATTRIBUTES 1.0"",19)",Unknown,PN,d
"(0033,MITRA OBJECT UTF8 ATTRIBUTES 1.0"",1c)",Unknown,PN,d
"(0033,MITRA OBJECT UTF8 ATTRIBUTES 1.0"",1c)",Unknown,UN,d
"(0033,MITRA OBJECT UTF8 ATTRIBUTES 1.0"",1e)",Unknown,UN,d
"(0033,SIEMENS MED NM"",10)",COR Data for Detector 1,FL,k
"(0033,SIEMENS MED NM"",11)",COR Data for Detector 2,FL,k
"(0033,SIEMENS MED NM"",14)",MHR ( Y-Shift) data for detector 1,FL,k
"(0033,SIEMENS MED NM"",15)",MHR ( Y-Shift) data for detector 2,FL,k
"(0033,SIEMENS MED NM"",18)",NCO Data for detector 1,FL,k
"(0033,SIEMENS MED NM"",19)",NCO Data for detector 2,FL,k
"(0033,SIEMENS MED NM"",22)",Bed U/D correction data,SS,k
"(0033,SIEMENS MED NM"",23)",Gantry L/R Correction Data,SS,k
"(0033,SIEMENS MED NM"",24)",BackProjection Correction angle head 1,FL,k
"(0033,SIEMENS MED NM"",25)",BackProjection Correction angle head 2,FL,k
"(0033,SIEMENS MED NM"",28)",MHR calibrations,SL,k
"(0033,SIEMENS MED NM"",29)",Crystal thickness,FL,k
"(0033,SIEMENS MED NM"",30)",Preset name used for acquisition,LO,k
"(0033,SIEMENS MED NM"",31)",Camera Config Angle,FL,k
"(0033,SIEMENS MED NM"",32)",Crystal Type,LO,k
"(0033,SIEMENS MED NM"",37)",Starburst flags at image acq time,SL,k
"(0033,SIEMENS MED NM"",38)",Pixel Scale factor,FL,k
"(0033,S-Station"",10)",Unknown,UN,d
"(0033,S-Station"",11)",Unknown,UN,d
"(0033,S-Station"",20)",Unknown,UN,d
"(0033,S-Station"",21)",Unknown,UN,d
"(0033,S-Station"",22)",Unknown,UN,d
"(0033,S-Station"",23)",Unknown,UN,d
"(0033,S-Station"",31)",Unknown,UN,d
